Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","276","Germany","5412","Yield","0111","Wheat","2017","2017","kg/ha","7644.3","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5510","Production","0111","Wheat","2017","2017","t","24481600","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","0111","Wheat","2018","2018","ha","3036300","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5412","Yield","0111","Wheat","2018","2018","kg/ha","6673.7","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5510","Production","0111","Wheat","2018","2018","t","20263500","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","0111","Wheat","2019","2019","ha","3118100","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5412","Yield","0111","Wheat","2019","2019","kg/ha","7396.4","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5510","Production","0111","Wheat","2019","2019","t","23062600","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","0111","Wheat","2020","2020","ha","2835500","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5412","Yield","0111","Wheat","2020","2020","kg/ha","7819.5","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5510","Production","0111","Wheat","2020","2020","t","22172100","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","0111","Wheat","2021","2021","ha","2939000","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5412","Yield","0111","Wheat","2021","2021","kg/ha","7301.5","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5510","Production","0111","Wheat","2021","2021","t","21459200","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","0111","Wheat","2022","2022","ha","2980900","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5412","Yield","0111","Wheat","2022","2022","kg/ha","7577.3","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5510","Production","0111","Wheat","2022","2022","t","22587300","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","0111","Wheat","2023","2023","ha","2897800","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5412","Yield","0111","Wheat","2023","2023","kg/ha","7431.8","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5510","Production","0111","Wheat","2023","2023","t","21535900","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","0111","Wheat","2024","2024","ha","2615200","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5412","Yield","0111","Wheat","2024","2024","kg/ha","7084.2","A","Official value",""
"QCL","Crops and livestock products","276","Germany","5510","Production","0111","Wheat","2024","2024","t","18526700","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0115","Barley","2014","2014","ha","512148","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0115","Barley","2014","2014","kg/ha","3343.8","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0115","Barley","2014","2014","t","1712509","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0115","Barley","2015","2015","ha","468569","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0115","Barley","2015","2015","kg/ha","3470.8","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0115","Barley","2015","2015","t","1626330","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0115","Barley","2016","2016","ha","480943","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0115","Barley","2016","2016","kg/ha","3778.6","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0115","Barley","2016","2016","t","1817269","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0115","Barley","2017","2017","ha","455029","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0115","Barley","2017","2017","kg/ha","4190.3","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0115","Barley","2017","2017","t","1906703","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0115","Barley","2018","2018","ha","423500","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0115","Barley","2018","2018","kg/ha","4417.3","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0115","Barley","2018","2018","t","1870710","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0115","Barley","2019","2019","ha","448890","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0115","Barley","2019","2019","kg/ha","4188","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0115","Barley","2019","2019","t","1879950","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0115","Barley","2020","2020","ha","441980","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0115","Barley","2020","2020","kg/ha","2581.6","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0115","Barley","2020","2020","t","1141010","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0115","Barley","2021","2021","ha","449390","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0115","Barley","2021","2021","kg/ha","4408.3","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0115","Barley","2021","2021","t","1981030","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0115","Barley","2022","2022","ha","425950","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0115","Barley","2022","2022","kg/ha","4006.7","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0115","Barley","2022","2022","t","1706650","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0115","Barley","2023","2023","ha","497770","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0115","Barley","2023","2023","kg/ha","4013.1","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0115","Barley","2023","2023","t","1997620","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0115","Barley","2024","2024","ha","531050","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0115","Barley","2024","2024","kg/ha","4148.9","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0115","Barley","2024","2024","t","2203260","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0112","Maize (corn)","2014","2014","ha","2504419","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0112","Maize (corn)","2014","2014","kg/ha","4787","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0112","Maize (corn)","2014","2014","t","11988553","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0112","Maize (corn)","2015","2015","ha","2598633","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","3471.6","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0112","Maize (corn)","2015","2015","t","9021403","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0112","Maize (corn)","2016","2016","ha","2578523","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","4167.7","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0112","Maize (corn)","2016","2016","t","10746387","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0112","Maize (corn)","2017","2017","ha","2403298","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","5961","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0112","Maize (corn)","2017","2017","t","14326097","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0112","Maize (corn)","2018","2018","ha","2443950","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","7636.8","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0112","Maize (corn)","2018","2018","t","18663940","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0112","Maize (corn)","2019","2019","ha","2681930","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","6499.9","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0112","Maize (corn)","2019","2019","t","17432220","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","2540550","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","3974.2","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0112","Maize (corn)","2020","2020","t","10096690","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0112","Maize (corn)","2021","2021","ha","2554680","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","5801.4","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0112","Maize (corn)","2021","2021","t","14820690","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0112","Maize (corn)","2022","2022","ha","2437220","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","3297.7","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0112","Maize (corn)","2022","2022","t","8037130","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0112","Maize (corn)","2023","2023","ha","2196110","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","3981.6","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0112","Maize (corn)","2023","2023","t","8744000","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0112","Maize (corn)","2024","2024","ha","2111020","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","2828.9","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0112","Maize (corn)","2024","2024","t","5971850","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01445","Sunflower seed","2014","2014","ha","998043","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01445","Sunflower seed","2014","2014","kg/ha","2193.6","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01445","Sunflower seed","2014","2014","t","2189309","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01445","Sunflower seed","2015","2015","ha","1009140","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01445","Sunflower seed","2015","2015","kg/ha","1769.6","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01445","Sunflower seed","2015","2015","t","1785771","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01445","Sunflower seed","2016","2016","ha","1038414","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01445","Sunflower seed","2016","2016","kg/ha","1957.2","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01445","Sunflower seed","2016","2016","t","2032340","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01445","Sunflower seed","2017","2017","ha","999162","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01445","Sunflower seed","2017","2017","kg/ha","2915.2","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01445","Sunflower seed","2017","2017","t","2912743","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01445","Sunflower seed","2018","2018","ha","1006990","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01445","Sunflower seed","2018","2018","kg/ha","3041.4","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01445","Sunflower seed","2018","2018","t","3062690","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01445","Sunflower seed","2019","2019","ha","1282700","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01445","Sunflower seed","2019","2019","kg/ha","2782.5","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01445","Sunflower seed","2019","2019","t","3569150","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01445","Sunflower seed","2020","2020","ha","1142840","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01445","Sunflower seed","2020","2020","kg/ha","1857.5","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01445","Sunflower seed","2020","2020","t","2122870","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01445","Sunflower seed","2021","2021","ha","1123960","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01445","Sunflower seed","2021","2021","kg/ha","2529.9","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01445","Sunflower seed","2021","2021","t","2843530","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01445","Sunflower seed","2022","2022","ha","1093270","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01445","Sunflower seed","2022","2022","kg/ha","1926.9","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01445","Sunflower seed","2022","2022","t","2106570","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01445","Sunflower seed","2023","2023","ha","1077870","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01445","Sunflower seed","2023","2023","kg/ha","1870","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01445","Sunflower seed","2023","2023","t","2015620","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01445","Sunflower seed","2024","2024","ha","1243250","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01445","Sunflower seed","2024","2024","kg/ha","1212.9","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01445","Sunflower seed","2024","2024","t","1508000","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0111","Wheat","2014","2014","ha","2107813","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0111","Wheat","2014","2014","kg/ha","3598.4","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2014","2014","t","7584814","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0111","Wheat","2015","2015","ha","2102444","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0111","Wheat","2015","2015","kg/ha","3787.2","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2015","2015","t","7962421","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0111","Wheat","2016","2016","ha","2135304","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0111","Wheat","2016","2016","kg/ha","3948.4","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2016","2016","t","8431131","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0111","Wheat","2017","2017","ha","2051664","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0111","Wheat","2017","2017","kg/ha","4891.1","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2017","2017","t","10034955","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0111","Wheat","2018","2018","ha","2116150","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0111","Wheat","2018","2018","kg/ha","4793.5","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2018","2018","t","10143670","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0111","Wheat","2019","2019","ha","2168370","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0111","Wheat","2019","2019","kg/ha","4748.8","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2019","2019","t","10297110","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0111","Wheat","2020","2020","ha","2155250","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0111","Wheat","2020","2020","kg/ha","2966","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2020","2020","t","6392370","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0111","Wheat","2021","2021","ha","2175080","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0111","Wheat","2021","2021","kg/ha","4796.9","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2021","2021","t","10433750","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0111","Wheat","2022","2022","ha","2168660","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0111","Wheat","2022","2022","kg/ha","4004.4","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2022","2022","t","8684240","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0111","Wheat","2023","2023","ha","2317690","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0111","Wheat","2023","2023","kg/ha","4152.4","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2023","2023","t","9624070","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","0111","Wheat","2024","2024","ha","2271230","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","0111","Wheat","2024","2024","kg/ha","4090.7","A","Official value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2024","2024","t","9290880","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0115","Barley","2014","2014","ha","3003100","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0115","Barley","2014","2014","kg/ha","3012.2","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0115","Barley","2014","2014","t","9046060","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0115","Barley","2015","2015","ha","2805200","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0115","Barley","2015","2015","kg/ha","2954.6","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0115","Barley","2015","2015","t","8288380","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0115","Barley","2016","2016","ha","2859200","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0115","Barley","2016","2016","kg/ha","3300.1","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0115","Barley","2016","2016","t","9435710","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0115","Barley","2017","2017","ha","2501500","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0115","Barley","2017","2017","kg/ha","3312","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0115","Barley","2017","2017","t","8284890","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0115","Barley","2018","2018","ha","2484300","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0115","Barley","2018","2018","kg/ha","2958.2","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0115","Barley","2018","2018","t","7349140","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0115","Barley","2019","2019","ha","2609200","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0115","Barley","2019","2019","kg/ha","3417.4","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0115","Barley","2019","2019","t","8916780","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0115","Barley","2020","2020","ha","2374500","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0115","Barley","2020","2020","kg/ha","3216","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0115","Barley","2020","2020","t","7636340","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0115","Barley","2021","2021","ha","2472100","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0115","Barley","2021","2021","kg/ha","3817.4","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0115","Barley","2021","2021","t","9437020","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0115","Barley","2022","2022","ha","1740200","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0115","Barley","2022","2022","kg/ha","3222.7","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0115","Barley","2022","2022","t","5608170","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0115","Barley","2023","2023","ha","1494300","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0115","Barley","2023","2023","kg/ha","3685.5","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0115","Barley","2023","2023","t","5507190","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0115","Barley","2024","2024","ha","1398200","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0115","Barley","2024","2024","kg/ha","3800.5","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0115","Barley","2024","2024","t","5313880","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0112","Maize (corn)","2014","2014","ha","4626900","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0112","Maize (corn)","2014","2014","kg/ha","6158.9","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0112","Maize (corn)","2014","2014","t","28496810","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0112","Maize (corn)","2015","2015","ha","4083500","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","5712.6","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0112","Maize (corn)","2015","2015","t","23327570","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0112","Maize (corn)","2016","2016","ha","4252200","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","6602.4","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0112","Maize (corn)","2016","2016","t","28074610","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0112","Maize (corn)","2017","2017","ha","4480700","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","5505.6","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0112","Maize (corn)","2017","2017","t","24668750","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0112","Maize (corn)","2018","2018","ha","4564200","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","7843.9","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0112","Maize (corn)","2018","2018","t","35801050","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0112","Maize (corn)","2019","2019","ha","4986900","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","7194.9","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0112","Maize (corn)","2019","2019","t","35880050","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","5392100","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","5617.5","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0112","Maize (corn)","2020","2020","t","30290340","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0112","Maize (corn)","2021","2021","ha","5481800","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","7681.8","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0112","Maize (corn)","2021","2021","t","42109850","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0112","Maize (corn)","2022","2022","ha","4124500","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","6349.1","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0112","Maize (corn)","2022","2022","t","26186930","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0112","Maize (corn)","2023","2023","ha","3975200","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","7806","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0112","Maize (corn)","2023","2023","t","31030440","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0112","Maize (corn)","2024","2024","ha","4070500","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","6599.6","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0112","Maize (corn)","2024","2024","t","26863740","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01445","Sunflower seed","2014","2014","ha","5212200","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","01445","Sunflower seed","2014","2014","kg/ha","1944.2","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01445","Sunflower seed","2014","2014","t","10133750","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01445","Sunflower seed","2015","2015","ha","5166200","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","01445","Sunflower seed","2015","2015","kg/ha","2164.3","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01445","Sunflower seed","2015","2015","t","11181120","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01445","Sunflower seed","2016","2016","ha","6086700","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","01445","Sunflower seed","2016","2016","kg/ha","2238.8","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01445","Sunflower seed","2016","2016","t","13626890","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01445","Sunflower seed","2017","2017","ha","6060700","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","01445","Sunflower seed","2017","2017","kg/ha","2018.8","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01445","Sunflower seed","2017","2017","t","12235520","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01445","Sunflower seed","2018","2018","ha","6166500","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","01445","Sunflower seed","2018","2018","kg/ha","2297.1","A","Official value",""
